HOUSEID,VEHID,VEHYEAR,VEHAGE,MAKE,MODEL,FUELTYPE,VEHTYPE,WHOMAIN,OD_READ,HFUEL,VEHOWNED,VEHOWNMO,ANNMILES,HYBRID,PERSONID,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,DRVRCNT,HHSTATE,HHSTFIPS,NUMADLT,WRKCOUNT,TDAYDATE,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,SMPLSRCE,WTHHFIN,BESTMILE,BEST_FLG,BEST_EDT,BEST_OUT,HBHUR,HTHTNRNT,HTPPOPDN,HTRESDN,HTEEMPDN,HBHTNRNT,HBPPOPDN,HBRESDN,GSYRGAL,GSTOTCST,FEGEMPG,FEGEMPGA,GSCOST,FEGEMPGF
40545971,02,2014,3,20,20880,01,04,01,34010,-1,01,-1,8000,02,01,04,01,2,3,07,2,TX,48,2,0,201703,10,02,04,02,04,06,02,07,03,72,02,02,12420,02,255.417192316303,9186.16970664789,01,-1,-1,R,20,50,50,25,20,50,50,765.514142220658,1627.61065205149,12,-9,2.12616666666667,03
40545971,03,2006,11,37,37441,01,02,01,183492,-1,01,-1,6500,02,01,04,01,2,3,07,2,TX,48,2,0,201703,10,02,04,02,04,06,02,07,03,72,02,02,12420,02,255.417192316303,1743.76709376832,01,-1,01,R,20,50,50,25,20,50,50,87.188354688416,185.37697346002,20,-9,2.12616666666667,01
40546420,01,2014,3,20,20421,01,03,01,35000,-1,01,-1,7500,02,01,02,02,2,3,06,2,TX,48,2,2,201704,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,524.418452368504,8157.14449387311,01,-1,-1,U,60,7000,3000,3000,60,3000,1500,479.83202905136,1020.20286576803,17,-9,2.12616666666667,01
40546420,02,2009,8,37,37421,01,03,02,100000,-1,02,07,-9,02,02,02,02,2,3,06,2,TX,48,2,2,201704,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,524.418452368504,3777.38808081545,01,-1,-1,U,60,7000,3000,3000,60,3000,1500,198.809898990287,422.702980236515,19,-9,2.12616666666667,01
40546420,03,2004,13,37,37706,01,07,02,-88,-1,01,-1,-9,02,02,02,02,2,3,06,2,TX,48,2,2,201704,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,524.418452368504,-9,08,-1,-1,U,60,7000,3000,3000,60,3000,1500,-9,-9,50,-9,-9,03
40547199,01,2016,1,49,49402,01,01,02,10000,-1,02,08,15000,02,02,02,01,3,2,09,2,TX,48,2,1,201703,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,244.882250723463,15065.7910238003,01,-1,-1,S,05,3000,750,1500,05,7000,3000,602.631640952013,1281.29530727081,25,-9,2.12616666666667,01
40547199,02,2008,9,49,49032,01,01,01,157000,-1,01,-1,15000,02,01,02,01,3,2,09,2,TX,48,2,1,201703,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,244.882250723463,18187.1001530865,01,-1,-1,S,05,3000,750,1500,05,7000,3000,606.236671769551,1288.96020362736,30,-9,2.12616666666667,01
40547642,01,2014,3,41,XXXXX,01,01,01,48897,-1,02,05,-9,02,01,05,02,1,1,01,1,TX,48,1,0,201703,01,02,04,02,04,06,02,07,03,72,01,02,12420,02,408.511460187928,11056.7664343792,01,-1,-1,T,60,300,300,150,50,300,300,368.558881145974,783.617607796531,30,-9,2.12616666666667,01
40548009,01,2017,1,49,49046,03,01,02,3000,04,02,01,36000,01,02,03,01,4,1,06,3,TX,48,3,1,201611,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,535.805866669268,23944.192441113,01,-1,-1,U,60,7000,3000,3000,50,7000,3000,488.656988594143,1038.96620058258,49,-9,2.12616666666667,01
40548221,01,2014,3,02,2422,01,03,01,75000,-1,01,-1,25000,02,01,01,01,2,2,11,2,TX,48,2,0,201701,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,251.193990559187,22517.8190248798,01,-1,-1,R,05,50,50,25,05,50,50,1250.98994582665,2659.81312315177,18,-9,2.12616666666667,01
40548221,02,2011,6,12,12461,01,02,02,100000,-1,01,-1,10000,02,02,01,01,2,2,11,2,TX,48,2,0,201701,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,251.193990559187,8859.4186249714,01,-1,-1,R,05,50,50,25,05,50,50,632.815616069386,1345.4714690328601,14,-9,2.12616666666667,01
40548500,01,2017,1,18,18421,01,03,01,5337,-1,02,02,2400,02,01,02,01,1,2,05,1,TX,48,1,0,201702,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,66.5717619983115,20669.1595008374,01,-1,04,T,0,1500,750,150,05,750,300,1148.28663893541,2441.44877548318,18,-9,2.12616666666667,01
40548500,02,2008,9,98,98703,01,07,01,5060,-1,01,-1,800,02,01,02,01,1,2,05,1,TX,48,1,0,201702,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,66.5717619983115,800,07,-1,-1,T,0,1500,750,150,05,750,300,16,34.0186666666667,50,-9,2.12616666666667,03
40549174,01,2005,12,49,49047,01,01,01,145000,-1,01,-1,-9,02,01,01,01,3,2,07,2,TX,48,2,2,201702,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,611.231730048137,5838.61363626663,01,-1,-1,S,20,3000,1500,3000,05,7000,1500,224.562062933332,477.456372806753,26,-9,2.12616666666667,01
40549174,02,2002,15,37,37032,01,01,02,-88,-1,01,-1,-9,02,02,01,01,3,2,07,2,TX,48,2,2,201702,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,611.231730048137,15696.363209674,02,-1,-1,S,20,3000,1500,3000,05,7000,1500,682.450574333651,1451.00366279573,23,-9,2.12616666666667,01
40554405,01,2016,1,41,41051,01,01,01,11838,-1,02,10,14206,02,01,05,01,2,2,09,2,TX,48,2,1,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,01,107.300198806933,22826.6441219483,01,-1,-1,U,30,7000,3000,3000,30,7000,3000,736.343358772527,1565.58870464352,31,-9,2.12616666666667,01
40554405,02,2012,5,41,41051,01,01,02,41257,-1,01,-1,12000,02,02,05,01,2,2,09,2,TX,48,2,1,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,01,107.300198806933,22805.8433299203,01,-1,-1,U,30,7000,3000,3000,30,7000,3000,844.660864071124,1795.88977382589,27,-9,2.12616666666667,01
40554431,01,2014,3,49,49046,03,01,01,24341,04,01,-1,6000,01,01,06,01,3,4,07,3,TX,48,3,1,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,373.684709272019,3791.51415421318,01,-1,01,T,20,1500,300,750,20,3000,750,82.4242207437646,175.247630671368,46,-9,2.12616666666667,01
40554431,02,2004,13,37,37031,01,01,03,111569,-1,01,-1,-9,02,03,06,01,3,4,07,3,TX,48,3,1,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,373.684709272019,6699.52667910586,01,-1,-1,T,20,1500,300,750,20,3000,750,209.360208722058,445.134697111216,32,-9,2.12616666666667,01
40554431,03,2000,17,49,49040,01,01,02,221464,-1,01,-1,1000,02,02,06,01,3,4,07,3,TX,48,3,1,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,373.684709272019,10850.1273670407,01,-1,-1,T,20,1500,300,750,20,3000,750,493.187607592758,1048.5990516768,22,-9,2.12616666666667,01
40554431,04,1998,19,49,49401,01,01,02,135196,-1,01,-1,10000,02,02,06,01,3,4,07,3,TX,48,3,1,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,373.684709272019,19487.2251548011,01,-1,03,T,20,1500,300,750,20,3000,750,1082.62361971117,2301.8382527759,18,-9,2.12616666666667,01
40554848,01,2012,5,12,12037,01,01,01,70144,-1,01,-1,-9,02,01,07,02,1,1,05,1,TX,48,1,1,201702,01,02,04,02,01,04,01,07,03,72,02,02,12420,01,1144.75440947608,11382.1655762602,01,-1,-1,S,60,3000,1500,1500,60,3000,1500,367.166631492265,780.657452991138,31,-9,2.12616666666667,01
40555280,01,2016,1,30,30042,01,01,01,13386,-1,02,11,14601,02,01,01,02,1,1,06,1,TX,48,1,1,201611,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,640.099245628985,18830.5808977948,01,-1,-1,U,30,7000,3000,3000,40,3000,3000,672.520746349814,1429.89119353076,28,-9,2.12616666666667,01
40555823,01,2015,2,37,37032,03,01,01,9907,04,01,-1,-9,01,01,01,01,3,3,11,3,TX,48,3,0,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,577.323909254542,5766.05942415848,01,-1,-1,T,20,750,300,350,05,750,300,122.682115407627,260.84262437585,47,-9,2.12616666666667,01
40555823,02,2011,6,35,35055,03,01,02,17113,03,01,-1,-9,01,02,01,01,3,3,11,3,TX,48,3,0,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,577.323909254542,468.164748664935,01,-1,-1,T,20,750,300,350,05,750,300,4.72893685520136,18.3845301807378,99,-9,3.88766666666667,01
40555823,03,2004,13,49,49040,01,01,03,57416,-1,01,-1,-9,02,03,01,01,3,3,11,3,TX,48,3,0,201703,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,577.323909254542,1642.66292485278,01,-1,-1,T,20,750,300,350,05,750,300,74.6664965842171,158.753416154143,22,-9,2.12616666666667,01
40557509,01,2005,12,34,34034,01,01,01,131000,-1,01,-1,12000,02,01,07,01,2,2,09,2,TX,48,2,2,201701,02,02,04,02,01,04,01,07,03,72,-7,02,12420,02,387.7809222114,19000.3024211738,01,-1,-1,C,60,7000,3000,3000,80,7000,7000,950.015121058691,2019.89048322429,20,-9,2.12616666666667,01
40557509,02,2003,14,30,30046,01,01,02,-88,-1,01,-1,7300,02,02,07,01,2,2,09,2,TX,48,2,2,201701,02,02,04,02,01,04,01,07,03,72,-7,02,12420,02,387.7809222114,5825.72513457968,02,-1,-1,C,60,7000,3000,3000,80,7000,7000,291.286256728984,619.323129515275,20,-9,2.12616666666667,01
40557837,01,2014,3,12,12402,01,01,02,25000,-1,02,06,6000,02,02,02,01,9,4,07,5,TX,48,4,2,201612,06,02,04,02,01,04,01,07,03,72,02,02,12420,02,521.88990076241,17518.4720029086,01,-1,-1,S,40,750,300,350,50,1500,300,700.738880116344,1489.8876489407,25,-9,2.12616666666667,01
40557837,02,2011,6,49,49040,01,01,01,100000,-1,01,-1,15000,02,01,02,01,9,4,07,5,TX,48,4,2,201612,06,02,04,02,01,04,01,07,03,72,02,02,12420,02,521.88990076241,29007.9840811806,01,-1,-1,S,40,750,300,350,50,1500,300,1160.31936324722,2467.03235282414,25,-9,2.12616666666667,01
40557837,03,2004,13,20,20870,01,02,02,-88,-1,01,-1,10000,02,02,02,01,9,4,07,5,TX,48,4,2,201612,06,02,04,02,01,04,01,07,03,72,02,02,12420,02,521.88990076241,21719.0132334619,02,-1,-1,S,40,750,300,350,50,1500,300,1447.93421556413,3078.54946465859,15,-9,2.12616666666667,01
40557837,04,2000,17,49,49044,01,01,03,250000,-1,01,-1,12000,02,03,02,01,9,4,07,5,TX,48,4,2,201612,06,02,04,02,01,04,01,07,03,72,02,02,12420,02,521.88990076241,881.539260990458,01,-1,02,S,40,750,300,350,50,1500,300,40.0699664086572,85.1954269125399,22,-9,2.12616666666667,01
40558012,01,2003,14,49,49043,01,01,01,129994,-1,01,-1,4000,02,01,06,01,1,1,02,1,TX,48,1,1,201611,09,02,04,02,01,04,01,07,03,72,-7,02,12420,02,191.725342021083,2995.41581766324,01,-1,-1,S,05,3000,750,1500,0,3000,750,136.155264439238,289.488784741894,22,-9,2.12616666666667,01
40558333,01,2012,5,35,35039,01,01,01,77000,-1,01,-1,20000,02,01,07,01,2,1,11,2,TX,48,2,2,201703,02,02,04,02,01,04,01,07,03,72,01,01,12420,02,699.055534631157,12130.9090205041,01,-1,-1,S,0,3000,750,1500,0,3000,750,551.40495547746,1172.37883617099,22,-9,2.12616666666667,01
40558809,01,2010,7,58,XXXXX,01,01,01,107000,-1,01,-1,10000,02,01,05,01,2,1,07,1,TX,48,2,2,201703,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,161.254508439716,4356.18156790552,01,-1,-1,T,0,300,300,150,0,750,300,217.809078395276,463.098402181423,20,-9,2.12616666666667,01
40559035,01,2014,3,42,42042,01,01,02,7000,-1,02,03,4000,02,02,04,02,4,4,09,4,TX,48,3,2,201703,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,431.437246735078,1243.49244396751,01,-1,-1,T,20,1500,750,750,05,1500,750,59.2139259032149,125.898675457885,21,-9,2.12616666666667,02
40559035,02,2013,4,12,12422,01,03,01,-88,-1,02,07,17143,02,01,04,02,4,4,09,4,TX,48,3,2,201703,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,431.437246735078,21221.2696066036,02,-1,-1,T,20,1500,750,750,05,1500,750,1326.32935041273,2819.99725386919,16,-9,2.12616666666667,01
40559035,03,2006,11,03,3402,01,03,04,-88,-1,01,-1,15000,02,04,04,02,4,4,09,4,TX,48,3,2,201703,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,431.437246735078,15215.902592348,02,-1,-1,T,20,1500,750,750,05,1500,750,950.99391202175,2021.97155594358,16,-9,2.12616666666667,01
40559035,04,2005,12,12,12481,01,04,03,-88,-1,01,-1,7500,02,03,04,02,4,4,09,4,TX,48,3,2,201703,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,431.437246735078,4885.80764204911,02,-1,-1,T,20,1500,750,750,05,1500,750,325.72050946994,692.536089884672,15,-9,2.12616666666667,01
40559385,01,2012,5,63,63037,01,01,01,75000,-1,01,-1,-9,02,01,04,01,3,2,04,3,TX,48,2,1,201703,07,02,04,02,01,04,01,07,03,72,01,02,12420,02,291.483676970072,16994.404881061,01,-1,-1,S,70,3000,1500,3000,05,3000,1500,629.42240300226,1338.25693251664,27,-9,2.12616666666667,01
40559385,02,2011,6,12,12037,01,01,02,-88,-1,01,-1,-9,02,02,04,01,3,2,04,3,TX,48,2,1,201703,07,02,04,02,01,04,01,07,03,72,01,02,12420,02,291.483676970072,7338.60971571898,02,-1,-1,S,70,3000,1500,3000,05,3000,1500,262.093204132821,557.253834187066,28,-9,2.12616666666667,01
40563359,01,2001,16,20,20461,01,02,01,108000,-1,01,-1,7000,02,01,06,02,3,1,03,2,TX,48,2,0,201702,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,388.042865995553,10822.5056063662,01,-1,-1,U,90,7000,1500,3000,80,7000,1500,773.036114740446,1643.60361929064,14,-9,2.12616666666667,01
40563863,01,2014,3,20,20481,01,04,02,64783,-1,01,-1,-9,02,02,02,02,2,1,06,2,TX,48,2,0,201702,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,269.498273690211,8912.08598425562,01,-1,-1,T,05,750,300,350,20,3000,1500,495.115888014201,1052.69889723286,18,-9,2.12616666666667,01
40564011,01,2006,11,12,12003,01,01,02,60000,-1,01,-1,5000,02,02,01,01,2,2,09,2,TX,48,2,1,201702,02,02,04,02,02,06,01,07,03,72,01,02,12420,02,427.125904449287,5777.09032092628,01,-1,-1,R,05,300,50,75,05,300,50,304.057385311909,646.476677404005,19,-9,2.12616666666667,01
40564011,02,2003,14,37,37032,01,01,01,110000,-1,01,-1,5000,02,01,01,01,2,2,09,2,TX,48,2,1,201702,02,02,04,02,02,06,01,07,03,72,01,02,12420,02,427.125904449287,7754.1597161197,01,-1,-1,R,05,300,50,75,05,300,50,337.137378961726,716.81025723579,23,-9,2.12616666666667,01
40565320,01,2013,4,49,49043,03,01,01,39576,04,01,-1,-9,01,01,06,01,2,2,07,2,TX,48,2,2,201703,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,122.886409840419,11439.3900461337,01,-1,-1,S,05,3000,750,1500,20,1500,300,285.984751153344,608.051245077201,40,-9,2.12616666666667,01
40565320,02,2002,15,12,12473,01,04,02,139037,-1,02,09,-9,02,02,06,01,2,2,07,2,TX,48,2,2,201703,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,122.886409840419,10737.3399335558,01,-1,-1,S,05,3000,750,1500,20,1500,300,671.083745847237,1426.8358909622,16,-9,2.12616666666667,01
40566200,01,2014,3,55,55033,01,01,01,40069,-1,01,-1,14000,02,01,06,01,3,2,08,2,TX,48,2,2,201701,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,207.526961731523,13494.5058267243,01,-1,-1,C,20,3000,750,1500,05,7000,1500,519.019454874012,1103.52186430463,26,-9,2.12616666666667,01
40566200,02,2010,7,12,12481,01,04,02,77043,-1,02,06,17000,02,02,06,01,3,2,08,2,TX,48,2,2,201701,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,207.526961731523,11716.2856938322,01,-1,-1,C,20,3000,750,1500,05,7000,1500,732.267855864515,1556.9235062106,16,-9,2.12616666666667,01
40568328,01,2016,1,19,19020,01,03,02,19000,-1,01,-1,16750,02,02,03,01,2,2,09,2,TX,48,2,2,201702,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,177.799718774673,18755.4027327022,01,-1,-1,S,60,3000,1500,1500,70,3000,1500,987.126459615905,2098.79537422002,19,-9,2.12616666666667,01
40568328,02,2013,4,12,12037,01,01,01,50000,-1,01,-1,15600,02,01,03,01,2,2,09,2,TX,48,2,2,201702,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,177.799718774673,20287.411193546,01,-1,-1,S,60,3000,1500,1500,70,3000,1500,676.247039784868,1437.81391442259,30,-9,2.12616666666667,01
40568563,01,2009,8,51,51046,01,01,01,70069,-1,01,-1,18000,02,01,01,02,1,1,06,1,TX,48,1,1,201701,01,02,04,02,01,04,01,07,03,72,97,01,12420,02,1212.57792246074,20426.9560924951,01,-1,-1,U,70,7000,7000,5000,70,7000,3000,928.498004204322,1974.14150660576,22,-9,2.12616666666667,01
40569338,01,2011,6,37,37441,01,02,01,86000,-1,01,-1,14000,02,01,03,01,3,1,06,1,TX,48,1,1,201701,05,02,04,02,01,04,01,07,03,72,01,02,12420,02,292.424834683749,5417.02149960836,01,-1,-1,C,05,7000,3000,5000,20,7000,3000,246.228249982198,523.522297503817,22,-9,2.12616666666667,01
40569429,01,2013,4,49,49046,03,01,01,19300,04,02,08,4800,01,01,03,02,2,1,03,1,TX,48,1,0,201612,05,02,04,02,01,04,01,07,03,72,01,02,12420,02,241.325564358972,6074.25885306059,01,-1,-1,S,40,1500,750,750,40,1500,750,132.049105501317,280.75840648005,46,-9,2.12616666666667,01
40569648,01,2014,3,20,20025,01,01,01,13000,-1,01,-1,5700,02,01,02,01,2,2,09,2,TX,48,2,1,201702,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,202.192195377993,7227.60870676841,01,-1,-1,R,05,300,300,150,0,300,50,240.920290225613,512.236690401358,30,-9,2.12616666666667,01
40569648,02,2009,8,23,23421,01,03,02,71435,-1,01,-1,2500,02,02,02,01,2,2,09,2,TX,48,2,1,201702,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,202.192195377993,2773.89353135528,01,-1,-1,R,05,300,300,150,0,300,50,173.368345709705,368.609997703118,16,-9,2.12616666666667,01
40570777,01,2009,8,41,41051,01,01,02,80000,-1,01,-1,8000,02,02,04,02,2,2,04,2,TX,48,2,2,201612,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,287.505777489953,22997.5550489495,01,-1,-1,U,70,7000,3000,5000,70,7000,7000,958.231460372898,2037.35978999618,24,-9,2.12616666666667,01
40570777,02,1995,22,20,20461,01,02,01,154000,-1,02,09,26667,02,01,04,02,2,2,04,2,TX,48,2,2,201612,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,287.505777489953,21795.6679602162,01,-1,03,U,70,7000,3000,5000,70,7000,7000,1556.83342572973,3310.08733533902,14,-9,2.12616666666667,01
40570851,01,2016,1,37,37402,01,03,02,9000,-1,02,05,21600,02,02,01,01,3,2,08,2,TX,48,2,2,201703,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,609.4539313429,22155.7090136965,01,-1,-1,S,05,3000,750,1500,05,7000,3000,791.275321917732,1682.38321361742,28,-9,2.12616666666667,01
40570851,02,2007,10,41,41051,01,01,01,153000,-1,01,-1,-9,02,01,01,01,3,2,08,2,TX,48,2,2,201703,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,609.4539313429,9572.97720038262,01,-1,-1,S,05,3000,750,1500,05,7000,3000,435.135327290119,925.170228373341,22,-9,2.12616666666667,01
40571923,01,2010,7,69,69054,01,01,02,-88,-1,01,-1,30000,02,02,04,02,2,2,06,2,TX,48,2,2,201701,02,02,04,02,01,04,01,07,03,72,-7,01,12420,02,408.263640426045,22981.8367869352,02,-1,-1,U,70,7000,7000,5000,80,7000,7000,792.477130583971,1684.93845914329,29,-9,2.12616666666667,01
40571923,02,2006,11,02,2405,01,03,01,83895,-1,01,-1,23000,02,01,04,02,2,2,06,2,TX,48,2,2,201701,02,02,04,02,01,04,01,07,03,72,-7,01,12420,02,408.263640426045,15299.2465764205,01,-1,-1,U,70,7000,7000,5000,80,7000,7000,899.955680965913,1913.45577034703,17,-9,2.12616666666667,01
40572862,01,2013,4,12,12481,01,04,01,39456,-1,02,04,12000,02,01,03,01,2,2,09,2,TX,48,2,1,201703,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,198.117426791568,11724.9759606632,01,-1,-1,S,05,3000,750,1500,0,3000,750,689.704468274303,1466.42665029588,17,-9,2.12616666666667,01
40572862,02,2008,9,13,13014,01,01,02,-88,-1,01,-1,-9,02,02,03,01,2,2,09,2,TX,48,2,1,201703,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,198.117426791568,13247.9746916345,02,-1,-1,S,05,3000,750,1500,0,3000,750,735.998593979693,1564.85567723316,18,-9,2.12616666666667,01
40573807,01,2012,5,49,49046,03,01,01,65000,04,01,-1,10000,01,01,05,01,2,2,09,2,TX,48,2,1,201703,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,106.405035404837,17329.0647612221,01,-1,-1,R,05,300,50,75,05,50,50,376.718799157002,800.966953474312,46,-9,2.12616666666667,01
40573807,02,2005,12,06,6441,01,02,01,74000,-1,01,-1,500,02,01,05,01,2,2,09,2,TX,48,2,1,201703,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,106.405035404837,4540.16579520003,01,-1,-1,R,05,300,50,75,05,50,50,238.956094484212,508.060482889183,19,-9,2.12616666666667,01
40576230,01,2017,1,37,37421,01,03,01,700,-1,02,0,6000,02,01,03,01,4,2,10,2,TX,48,2,3,201703,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,377.155828232267,13733.3706435404,01,-1,-1,S,60,3000,1500,3000,30,7000,3000,624.244120160925,1327.24704014882,22,-9,2.12616666666667,01
40576230,02,2007,10,37,37032,01,01,02,120000,-1,01,-1,-9,02,02,03,01,4,2,10,2,TX,48,2,3,201703,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,377.155828232267,7064.06926735194,01,-1,-1,S,60,3000,1500,3000,30,7000,3000,307.133446406606,653.016895968179,23,-9,2.12616666666667,01
40577550,01,2005,12,34,34034,01,01,02,13625,-1,01,-1,-9,02,02,01,01,2,2,08,2,TX,48,2,0,201612,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,150.944769473719,319.764226545096,01,-1,-1,U,80,17000,7000,5000,70,7000,7000,15.9882113272548,33.9936019836316,20,-9,2.12616666666667,01
40577550,02,2002,15,42,42031,01,01,01,85773,-1,01,-1,4000,02,01,01,01,2,2,08,2,TX,48,2,0,201612,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,150.944769473719,5542.80646948816,01,-1,-1,U,80,17000,7000,5000,70,7000,7000,263.943165213722,561.187159771908,21,-9,2.12616666666667,01
40577775,01,2008,9,24,24401,01,03,01,37000,-1,01,-1,4000,02,01,06,01,2,1,07,1,TX,48,2,0,201612,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,168.405410938698,4680.58972008109,01,-1,-1,S,50,7000,3000,3000,60,7000,3000,246.346827372689,523.774412798899,19,-9,2.12616666666667,01
40579367,01,2007,10,63,63036,01,03,02,91733,-1,02,04,4500,02,02,06,01,3,3,04,3,TX,48,3,1,201611,08,02,04,02,04,06,02,07,03,72,01,02,12420,02,186.784413312977,7655.23845107762,01,-1,-1,R,20,300,50,25,20,300,300,364.53516433703,775.062515241248,21,-9,2.12616666666667,01
40579367,02,2004,13,07,7442,01,02,01,171733,-1,01,-1,-9,02,01,06,01,3,3,04,3,TX,48,3,1,201611,08,02,04,02,04,06,02,07,03,72,01,02,12420,02,186.784413312977,14679.1582895121,01,-1,-1,R,20,300,50,25,20,300,300,772.587278395373,1642.64931841496,19,-9,2.12616666666667,01
40579367,03,2005,12,20,20404,01,03,97,-88,-1,01,-1,0,02,97,06,01,3,3,04,3,TX,48,3,1,201611,08,02,04,02,04,06,02,07,03,72,01,02,12420,02,186.784413312977,0,07,-1,-1,R,20,300,50,25,20,300,300,-9,-9,19,-9,-9,01
40579863,01,2016,1,37,37031,01,01,01,12000,-1,02,11,13091,02,01,02,01,2,3,08,2,TX,48,2,2,201611,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,168.94564154324,19165.5398620564,01,-1,-1,R,20,300,50,150,05,300,50,580.773935213831,1234.82218192047,33,-9,2.12616666666667,01
40579863,02,2009,8,23,-88,01,04,02,72000,-1,01,-1,20000,02,02,02,01,2,3,08,2,TX,48,2,2,201611,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,168.94564154324,12390.0288179573,01,-1,-1,R,20,300,50,150,05,300,50,1032.50240149644,2195.27218931502,12,-9,2.12616666666667,02
40579863,03,2009,8,37,37421,01,03,01,56000,-1,01,-1,20000,02,01,02,01,2,3,08,2,TX,48,2,2,201611,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,168.94564154324,16049.0052830163,01,-1,-1,R,20,300,50,150,05,300,50,844.684488579808,1795.94000346877,19,-9,2.12616666666667,01
40579889,01,2014,3,41,41051,01,01,01,12833,-1,01,-1,8000,02,01,03,01,1,1,01,1,TX,48,1,0,201611,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,109.268896633132,1424.68048902937,01,-1,-1,S,05,7000,1500,3000,05,7000,1500,44.521265282168,94.6596302007695,32,-9,2.12616666666667,01
40585826,01,2015,2,55,55035,01,01,01,11800,-1,02,0,141600,02,01,05,02,2,2,04,2,TX,48,2,2,201611,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,307.116852563792,99925.0812221719,01,-1,-1,U,40,7000,3000,3000,40,7000,3000,3568.75290079185,7587.76345923361,28,-9,2.12616666666667,01
40585826,02,2014,3,55,55036,01,01,02,6054,-1,01,-1,6000,02,02,05,02,2,2,04,2,TX,48,2,2,201611,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,307.116852563792,6054,01,01,-1,U,40,7000,3000,3000,40,7000,3000,201.8,429.060433333333,30,-9,2.12616666666667,01
40587390,01,2014,3,49,49040,03,01,01,-77,04,01,-1,10000,01,01,05,01,2,3,-7,2,TX,48,2,2,201704,02,02,04,02,04,06,02,07,03,72,03,02,12420,01,355.507495935902,4113.45956993172,02,-1,-1,R,20,300,50,75,20,300,50,105.473322305941,224.253862109482,39,-9,2.12616666666667,01
40587390,02,2008,9,42,42040,01,01,02,-77,-1,01,-1,15000,02,02,05,01,2,3,-7,2,TX,48,2,2,201704,02,02,04,02,04,06,02,07,03,72,03,02,12420,01,355.507495935902,15724.2718690736,02,-1,-1,R,20,300,50,75,20,300,50,786.21359345368,1671.62113528143,20,-9,2.12616666666667,01
