HOUSEID,PERSONID,R_AGE,EDUC,R_HISP,R_RELAT,R_SEX,R_RACE,PRMACT,PAYPROF,GT1JBLWK,WRK_HOME,WKFTPT,WRKTRANS,LSTTRDAY17,OCCAT,SCHTYP,NWALKTRP,WALK4EX,NBIKETRP,BIKE4EX,BIKESHARE,PTUSED,MCUSED,CARSHARE,RIDESHARE,CARRODE,TIMETOWK,NOCONG,PUBTIME,WRKTIME,WKRMHM,FLEXTIME,WKFMHMXX,SCHTRN1,SCHTRN2,DELIVER,MEDCOND,MEDCOND6,HEALTH,PHYACT,VPACT,LPACT,BORNINUS,YRTOUS,YEARMILE,PROXY,WHOPROXY,USEPUBTR,SAMEPLC,W_NONE,W_CANE,W_WLKR,W_WHCANE,W_DOG,W_CRUTCH,W_SCOOTR,W_CHAIR,W_MTRCHR,WORKER,DIARY,OUTCNTRY,FRSTHM17,CNTTDTR,GCDWORK,WKSTFIPS,DRIVER,OUTOFTWN,DISTTOWK17,DISTTOSC17,R_AGE_IMP,R_SEX_IMP,ALT_16,ALT_23,ALT_45,WALK_DEF,WALK_GKQ,BIKE_DFR,BIKE_GKP,CONDTRAV,CONDRIDE,CONDNIGH,CONDRIVE,CONDPUB,CONDSPEC,CONDTAX,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,DRVRCNT,HHSTATE,HHSTFIPS,NUMADLT,WRKCOUNT,TDAYDATE,HHRESP,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,SMPLSRCE,WTPERFIN,HBHUR,HTHTNRNT,HTPPOPDN,HTRESDN,HTEEMPDN,HBHTNRNT,HBPPOPDN,HBRESDN
40118964,03,20,03,01,03,01,06,05,01,02,02,02,02,-1,02,-1,15,0,20,0,0,5,-1,0,0,-9,5,-1,-1,11:00 AM,02,02,-1,-1,-1,1,02,-1,02,02,-1,3,01,-1,1500,01,03,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,2,0.769999999999982,48,01,02,1.54999999999995,-9,20,01,03,03,03,-1,07,01,06,-1,-1,-1,-1,-1,-1,-1,02,01,4,3,11,3,TX,48,3,3,201611,01,06,02,04,02,01,04,01,07,03,72,01,01,12420,02,1497.17512367082,U,95,17000,1500,5000,95,17000,7000
40118964,04,6,-1,01,03,01,01,-1,-1,-1,-1,-1,-1,-1,-1,01,5,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,03,-1,02,-1,01,02,-1,0,01,-1,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,2,-9,-9,-1,02,-9,158.269999999997,6,01,-1,-1,-1,-1,-1,-9,-9,-1,-1,-1,-1,-1,-1,-1,02,01,4,3,11,3,TX,48,3,3,201611,01,06,02,04,02,01,04,01,07,03,72,01,01,12420,02,900.786735206255,U,95,17000,1500,5000,95,17000,7000
40119761,01,55,05,02,01,01,01,01,-1,02,02,01,03,-1,04,-1,5,3,2,0,0,0,-1,0,0,1,15,10,-1,08:30 AM,02,01,-1,-1,-1,2,02,-1,01,03,2,-1,01,-1,14500,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,9,3.4899999999999,48,01,02,4.59999999999991,-9,55,01,01,04,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,2,1,11,1,TX,48,2,1,201703,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,144.292995724475,S,05,3000,750,1500,20,3000,750
40119761,02,55,04,02,02,02,01,04,02,-1,-1,-1,-1,-1,-1,-1,25,7,0,-1,-1,28,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,01,02,01,02,-1,7,01,-1,-1,01,02,02,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,6,-9,-9,02,02,-9,-9,55,02,04,04,04,02,-1,-1,-1,01,02,02,01,01,02,02,04,01,2,1,11,1,TX,48,2,1,201703,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,130.636413848199,S,05,3000,750,1500,20,3000,750
40121040,01,57,05,02,01,02,01,01,-1,02,02,01,03,-1,04,-1,3,0,0,-1,-1,0,-1,0,0,1,35,30,-1,08:00 AM,02,01,-1,-1,-1,2,02,-1,02,03,2,-1,01,-1,-88,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,4,11.2799999999997,48,01,02,20.0199999999995,-9,57,02,04,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,2,2,10,2,TX,48,2,2,201701,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,305.149490783847,S,40,1500,750,750,50,750,300
40121040,02,57,04,02,02,01,01,01,-1,02,02,01,03,-1,04,-1,5,0,0,-1,-1,0,-1,0,0,1,15,15,-1,07:15 AM,02,01,-1,-1,-1,0,02,-1,02,03,7,-1,01,-1,-88,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,4,34.0499999999993,48,01,02,38.5099999999984,-9,57,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,2,2,10,2,TX,48,2,2,201701,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,337.049470909113,S,40,1500,750,750,50,750,300
40122401,01,36,02,02,01,01,01,01,-1,02,02,02,03,-1,01,-1,4,0,0,-1,-1,0,-1,0,0,2,10,5,-1,05:00 PM,02,02,-1,-1,-1,0,02,-1,04,02,-1,2,01,-1,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,2,2.93999999999994,48,02,02,3.79999999999995,-9,36,01,04,04,04,-1,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,02,1,0,01,0,TX,48,1,1,201612,01,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,464.665277377577,C,05,300,300,150,30,7000,1500
40122874,01,58,05,02,01,01,01,01,-1,02,02,01,03,-1,02,-1,4,2,0,-1,-1,1,-1,0,0,1,27,25,-1,07:00 AM,02,01,-1,-1,-1,2,02,-1,01,02,-1,2,01,-1,12000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,02,7,6.87999999999988,48,01,02,8.9699999999998,-9,58,01,01,01,04,03,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,3,3,07,3,TX,48,2,3,201702,01,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,522.130051015961,C,80,3000,1500,1500,70,7000,3000
40122874,02,58,05,01,02,02,97,01,-1,02,02,02,03,-1,02,-1,2,2,0,-1,-1,0,-1,0,0,1,25,20,-1,08:30 AM,02,01,-1,-1,-1,2,02,-1,02,02,-1,2,01,-1,15000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,3,7.83999999999992,48,01,02,10.1199999999999,-9,58,02,04,01,04,03,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,3,3,07,3,TX,48,2,3,201702,01,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,578.932884085404,C,80,3000,1500,1500,70,7000,3000
40122874,03,17,01,01,03,01,06,05,01,02,02,02,03,-1,04,01,3,2,0,-1,-1,0,-1,0,0,1,20,10,-1,08:00 AM,02,02,-1,03,03,0,02,-1,01,02,-1,3,01,-1,-77,01,03,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,02,5,7.83999999999992,48,01,02,10.1199999999999,5.29999999999995,17,01,-9,-9,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,3,3,07,3,TX,48,2,3,201702,01,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,734.504262243237,C,80,3000,1500,1500,70,7000,3000
40123571,01,65,05,02,01,01,01,06,02,-1,-1,-1,-1,-1,-1,-1,2,2,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,02,-1,03,01,-1,-1,01,-1,17000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,7,-9,-9,01,02,-9,-9,65,01,02,03,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,2,2,10,2,TX,48,2,1,201612,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,69.6931614065532,T,0,300,300,75,05,300,300
40123571,02,64,05,02,02,02,01,01,-1,02,01,02,-9,-1,04,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,08:00 AM,-1,02,-1,-1,-1,4,01,02,03,01,-1,-1,01,-1,9000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,07,08,01,01,02,01,4,-9,-9,01,02,-9,-9,64,02,04,01,04,-1,-1,-1,-1,01,02,01,02,02,02,02,04,01,2,2,10,2,TX,48,2,1,201612,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,70.3364563346319,T,0,300,300,75,05,300,300
40123827,01,66,05,02,01,01,01,06,02,-1,-1,-1,-1,-1,-1,-1,11,4,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,02,-1,01,03,4,-1,01,-1,10000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,7,-9,-9,01,02,-9,-9,66,01,02,03,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,2,2,08,2,TX,48,2,0,201703,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,113.749545595191,S,50,3000,1500,1500,70,3000,750
40123827,02,67,04,02,02,02,01,06,02,-1,-1,-1,-1,03,-1,-1,2,2,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,02,-1,01,03,5,-1,01,-1,12000,02,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,0,-9,-9,01,02,-9,-9,67,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,2,2,08,2,TX,48,2,0,201703,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,117.653675304646,S,50,3000,1500,1500,70,3000,750
40124020,01,41,04,01,01,02,01,01,-1,02,01,02,-9,-1,04,-1,21,5,0,-1,-1,4,-1,0,15,-1,-1,-1,-1,08:30 AM,-1,01,-1,-1,-1,5,02,-1,02,02,-1,6,01,-1,7000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,4,-9,-9,01,02,-9,-9,41,02,03,04,02,05,06,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,02,2,2,11,2,TX,48,2,2,201703,01,02,02,04,02,01,04,01,07,03,72,01,01,12420,02,663.973174446895,S,90,3000,1500,1500,80,1500,1500
40124020,02,41,04,02,02,01,01,01,-1,02,02,01,03,-1,04,-1,21,5,0,-1,-1,0,-1,0,5,1,5,5,-1,09:30 AM,01,01,4,-1,-1,3,02,-1,02,03,4,-1,01,-1,5000,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,6,0.359999999999999,48,01,02,0.489999999999995,-9,41,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,02,2,2,11,2,TX,48,2,2,201703,01,02,02,04,02,01,04,01,07,03,72,01,01,12420,02,684.920182541747,S,90,3000,1500,1500,80,1500,1500
40124077,01,41,05,02,01,01,01,01,-1,01,01,01,-9,-1,03,-1,6,1,0,-1,-1,0,-1,0,20,-1,-1,-1,-1,09:30 AM,-1,01,-1,-1,-1,20,02,-1,02,03,1,-1,01,-1,10000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,4,-9,-9,01,02,-9,-9,41,01,04,04,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,4,4,11,2,TX,48,2,1,201612,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,178.524836629891,U,40,7000,7000,5000,50,17000,7000
40124077,02,40,05,02,02,02,01,04,02,-1,-1,-1,-1,-1,-1,-1,9,3,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,02,-1,01,03,2,-1,01,-1,4000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,2,-9,-9,01,02,-9,-9,40,02,04,04,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,4,4,11,2,TX,48,2,1,201612,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,141.311883444676,U,40,7000,7000,5000,50,17000,7000
40124077,03,7,-1,02,03,02,01,-1,-1,-1,-1,-1,-1,-1,-1,01,5,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,03,-1,02,-1,01,02,-1,3,01,-1,-1,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,01,2,-9,-9,-1,02,-9,10.29,7,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,4,4,11,2,TX,48,2,1,201612,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,158.141758933628,U,40,7000,7000,5000,50,17000,7000
40124182,01,35,05,02,01,01,01,01,-1,02,02,01,03,-1,04,-1,5,0,1,0,0,0,-1,0,0,1,50,45,-1,08:00 AM,02,02,-1,-1,-1,6,02,-1,02,03,6,-1,01,-1,18000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,3,44.0999999999985,48,01,02,49.2199999999993,-9,35,01,01,02,03,05,05,01,01,-1,-1,-1,-1,-1,-1,-1,03,01,4,3,11,3,TX,48,3,3,201702,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,469.313526292043,U,50,7000,3000,3000,40,7000,3000
40124182,02,33,05,02,02,02,01,01,-1,02,01,01,-9,01,04,-1,6,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,08:00 AM,-1,02,-1,-1,-1,2,02,-1,03,02,-1,3,01,-1,8000,02,01,02,05,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,0,-9,-9,01,02,-9,-9,33,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,01,4,3,11,3,TX,48,3,3,201702,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,371.486564997572,U,50,7000,3000,3000,40,7000,3000
40124182,03,23,02,02,06,02,01,01,-1,02,01,01,-9,-1,01,-1,7,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,08:00 AM,-1,02,-1,-1,-1,1,02,-1,03,02,-1,3,01,-1,4000,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,5,-9,-9,01,02,-9,-9,23,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,01,4,3,11,3,TX,48,3,3,201702,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,537.134277931012,U,50,7000,3000,3000,40,7000,3000
40124351,01,41,04,02,01,02,01,04,01,02,02,02,03,-1,04,-1,7,7,0,-1,-1,0,-1,0,0,2,30,15,-1,09:00 AM,02,02,-1,-1,-1,1,02,-1,02,02,-1,5,01,-1,-88,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,7,5.90999999999985,48,01,02,8.4699999999998,-9,41,02,02,03,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,5,2,06,2,TX,48,2,2,201703,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,393.407923985805,S,30,750,300,350,20,750,300
40124351,02,41,04,02,02,01,01,01,-1,02,02,01,03,-1,04,-1,7,7,0,-1,-1,0,-1,0,0,1,35,20,-1,06:30 AM,02,02,-1,-1,-1,1,02,-1,02,02,-1,5,01,-1,-88,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,8,12.9199999999996,48,01,02,19.4799999999996,-9,41,01,02,03,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,5,2,06,2,TX,48,2,2,201703,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,497.007637619996,S,30,750,300,350,20,750,300
40124351,03,14,01,02,03,01,01,-1,-1,-1,-1,-1,-1,-1,-1,02,1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,02,02,-1,6,01,-1,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,6,-9,-9,-1,02,-9,-9,14,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,5,2,06,2,TX,48,2,2,201703,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,429.970810010061,S,30,750,300,350,20,750,300
40124351,04,11,-1,02,03,01,01,-1,-1,-1,-1,-1,-1,-1,-1,02,2,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,02,02,-1,7,01,-1,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,6,-9,-9,-1,02,-9,-9,11,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,5,2,06,2,TX,48,2,2,201703,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,429.970810010061,S,30,750,300,350,20,750,300
40124673,01,36,04,01,01,02,01,04,01,02,02,02,04,-1,04,-1,3,3,0,-1,-1,0,-1,0,0,1,6,4,-1,08:30 AM,02,02,-1,-1,-1,4,02,-1,03,03,3,-1,01,-1,15000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,9,0.929999999999978,48,01,02,1.47999999999996,-9,36,02,04,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,4,2,08,2,TX,48,2,2,201702,01,06,02,04,02,01,04,01,07,03,72,01,01,12420,02,645.690792753183,U,60,17000,3000,5000,20,7000,3000
40124673,02,37,04,02,02,01,01,01,-1,02,02,01,03,-1,01,-1,5,5,0,-1,-1,0,-1,0,0,1,47,45,-1,07:00 AM,02,01,-1,-1,-1,1,02,-1,03,03,2,-1,01,-1,9000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,4,26.5199999999995,48,01,02,32.1099999999988,-9,37,01,04,04,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,4,2,08,2,TX,48,2,2,201702,01,06,02,04,02,01,04,01,07,03,72,01,01,12420,02,666.06102875532,U,60,17000,3000,5000,20,7000,3000
40124673,03,8,-1,01,03,01,01,-1,-1,-1,-1,-1,-1,-1,-1,01,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,04,-1,02,-1,02,03,5,-1,01,-1,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,5,-9,-9,-1,02,-9,5.1099999999999,8,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,4,2,08,2,TX,48,2,2,201702,01,06,02,04,02,01,04,01,07,03,72,01,01,12420,02,705.70056231542,U,60,17000,3000,5000,20,7000,3000
40124673,04,6,-1,01,03,02,01,-1,-1,-1,-1,-1,-1,-1,-1,01,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,04,-1,02,-1,03,02,-1,2,01,-1,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,7,-9,-9,-1,02,-9,4.01999999999998,6,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,4,2,08,2,TX,48,2,2,201702,01,06,02,04,02,01,04,01,07,03,72,01,01,12420,02,722.590876323673,U,60,17000,3000,5000,20,7000,3000
40124964,01,68,05,02,01,02,01,01,-1,02,02,02,03,-1,02,-1,3,2,0,-1,-1,0,-1,0,0,1,10,10,-1,07:00 AM,02,02,-1,-1,-1,1,02,-1,03,02,-1,2,01,-1,10500,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,6,0.849999999999994,48,01,02,1.26999999999998,-9,68,02,04,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,2,1,07,2,TX,48,2,1,201704,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,224.2853766598,T,0,1500,750,150,05,750,300
40124964,02,81,05,02,02,01,01,06,02,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,02,02,-1,2,01,-1,5000,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,2,-9,-9,01,02,-9,-9,81,01,-1,-1,-1,-1,-1,-1,-1,02,02,02,02,02,02,02,05,01,2,1,07,2,TX,48,2,1,201704,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,216.842862006973,T,0,1500,750,150,05,750,300
40125545,01,71,03,01,01,01,01,06,02,-1,-1,-1,-1,-1,-1,-1,3,3,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,02,-1,02,02,-1,3,02,1950,2500,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,7,-9,-9,01,02,-9,-9,71,01,03,01,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,2,3,08,2,TX,48,2,1,201611,01,10,02,04,02,01,04,01,07,03,72,01,01,12420,01,644.898815126051,T,05,1500,300,350,0,750,300
40125545,02,69,03,02,02,02,03,01,-1,02,02,02,04,-1,04,-1,2,2,0,-1,-1,0,-1,0,0,1,6,6,-1,08:30 AM,02,01,-1,-1,-1,1,02,-1,02,02,-1,4,02,1981,2500,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,2,1.94,48,01,02,2.32999999999993,-9,69,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,2,3,08,2,TX,48,2,1,201611,01,10,02,04,02,01,04,01,07,03,72,01,01,12420,01,544.649209535129,T,05,1500,300,350,0,750,300
40127387,01,79,04,02,01,01,01,06,01,02,01,02,-9,-1,04,-1,5,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,09:30 AM,-1,01,-1,-1,-1,10,02,-1,02,02,-1,5,01,-1,8000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,4,-9,-9,01,02,-9,-9,79,01,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,2,2,07,2,TX,48,2,1,201701,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,64.5008813513137,T,40,750,300,350,30,300,300
40127387,02,77,04,02,02,02,01,04,02,-1,-1,-1,-1,01,-1,-1,2,2,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,01,02,03,02,-1,3,01,-1,-88,01,02,02,07,0,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,0,-9,-9,01,02,-9,-9,77,02,02,01,04,-1,-1,-1,-1,02,02,02,02,02,02,02,02,01,2,2,07,2,TX,48,2,1,201701,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,64.5025722763289,T,40,750,300,350,30,300,300
40129122,01,62,04,02,01,01,01,06,02,-1,-1,-1,-1,-1,-1,-1,16,0,3,3,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,02,-1,02,03,5,-1,02,1970,8900,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,7,-9,-9,01,02,-9,-9,62,01,04,04,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,1,1,07,1,TX,48,1,0,201703,01,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,67.7942358244553,S,05,1500,300,750,05,750,300
40129442,01,41,04,02,01,01,03,01,-1,02,02,01,03,-1,03,-1,2,1,0,-1,-1,0,-1,0,0,2,25,15,-1,05:55 AM,02,02,-1,-1,-1,0,02,-1,03,02,-1,1,02,2003,8000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,9,11.5999999999999,48,01,02,16.0699999999997,-9,41,01,02,01,04,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,6,2,07,3,TX,48,4,2,201703,01,04,02,04,02,04,06,02,07,03,72,03,02,12420,01,634.511424781281,T,05,1500,750,1500,05,1500,300
40129442,02,40,05,02,02,02,03,01,-1,02,02,01,05,-1,04,-1,10,4,0,-1,-1,0,-1,0,0,2,30,15,-1,06:35 AM,02,02,-1,-1,-1,0,02,-1,02,03,7,-1,02,2009,4500,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,8,8.1899999999996,48,01,02,13.8299999999999,-9,40,02,04,01,04,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,6,2,07,3,TX,48,4,2,201703,01,04,02,04,02,04,06,02,07,03,72,03,02,12420,01,502.249469573214,T,05,1500,750,1500,05,1500,300
40129442,03,72,04,02,04,01,03,06,02,-1,-1,-1,-1,-1,-1,-1,6,4,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,03,02,-1,6,02,1997,3000,01,03,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,6,-9,-9,01,02,-9,-9,72,01,01,01,04,01,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,6,2,07,3,TX,48,4,2,201703,01,04,02,04,02,04,06,02,07,03,72,03,02,12420,01,428.705382612534,T,05,1500,750,1500,05,1500,300
40129442,04,72,05,02,04,02,03,06,02,-1,-1,-1,-1,-1,-1,-1,3,3,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,03,02,-1,3,02,1997,-1,01,04,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,5,-9,-9,02,02,-9,-9,72,02,04,04,04,02,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,6,2,07,3,TX,48,4,2,201703,01,04,02,04,02,04,06,02,07,03,72,03,02,12420,01,443.419475861022,T,05,1500,750,1500,05,1500,300
40129442,05,7,-1,02,03,02,03,-1,-1,-1,-1,-1,-1,-1,-1,01,2,1,3,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,03,-1,02,-1,01,03,4,-1,01,-1,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,01,6,-9,-9,-1,02,-9,1.86999999999995,7,02,-1,-1,-1,-1,-1,-9,-9,-1,-1,-1,-1,-1,-1,-1,06,01,6,2,07,3,TX,48,4,2,201703,01,04,02,04,02,04,06,02,07,03,72,03,02,12420,01,562.066066955266,T,05,1500,750,1500,05,1500,300
